epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.945646533259639,6.96676189515526,0.10999120691425085,0.5159587457414895
1,6.791104440335874,6.9567457776519355,0.11799056709656648,0.5319574797842924
2,6.601663554156268,6.947128135007378,0.11599072720296726,0.5699544344191245
3,6.393642019342493,6.935961869571431,0.13398929110871022,0.6079513960450222
4,6.16838879055447,6.921732732366824,0.15398768882886493,0.7319414822144676
5,5.9260946732980235,6.904098155202698,0.21798257910221178,0.8779298002224389
6,5.743373023139106,6.884276438823615,0.2899768155757432,1.133909352804964
7,5.5311355944033025,6.864067195959162,0.3479721813049424,1.4358852043987493
8,5.417440273143627,6.841171370268955,0.45996322750487373,1.7998560866149231
9,5.233896644027145,6.809015480711616,0.5519558772004878,2.231821542843114
